Subject,Overall Frequency,bau,arc,tec,mas,mat,geo,his,sow,inf,oek,ver,phy,cet,che,elt,fer,rest,pae,lit,hor,bio,spo,rel,phi,jur,meda,lin,ber,med
Messung,116,2,0,12,2,4,5,2,18,3,24,3,12,2,3,8,2,1,5,0,2,2,0,0,0,1,2,0,0,1
Verstädterung,116,1,38,1,0,0,45,6,15,0,3,1,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Silicium,116,0,0,7,2,2,2,0,0,0,0,0,39,3,10,39,6,0,0,1,2,1,0,0,0,0,1,0,0,1
Marketing,115,1,2,1,0,1,0,0,9,14,70,1,0,0,0,2,0,4,4,0,0,0,5,0,0,0,1,0,0,0
Migration,115,0,6,0,0,0,22,13,40,0,9,1,0,0,0,0,0,3,11,2,1,0,1,2,2,1,0,1,0,0
Graphentheorie,114,0,0,0,0,79,0,0,0,30,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Qualitätsmanagement,114,3,3,7,5,8,0,0,3,20,33,1,0,4,1,0,0,1,12,0,2,1,1,0,0,1,6,0,0,2
Englisch,114,11,4,6,2,1,2,3,2,2,1,1,2,4,7,1,1,0,7,21,0,4,0,0,0,0,1,31,0,0
Soft Computing,114,3,2,5,0,14,3,0,0,75,3,0,2,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Wohnungsbau,113,12,71,0,1,0,2,6,18,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Solarzelle,112,0,0,4,17,1,0,0,0,0,0,0,22,1,5,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Computerspiel,112,0,1,0,0,6,1,1,7,77,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,4,1,0,0
Denkmalpflege,112,16,70,1,2,0,1,11,2,0,0,1,0,0,0,0,2,0,3,0,0,1,0,0,0,1,0,0,1,0
Laser,112,0,0,24,4,2,1,0,0,0,1,1,67,0,1,5,1,1,2,0,0,1,0,0,0,0,1,0,0,0
Elementarteilchenphysik,111,0,0,0,0,11,0,0,1,1,0,0,93,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0
Automation,110,0,0,16,11,3,2,0,7,19,16,5,1,2,0,7,0,5,5,0,1,1,0,0,0,9,0,0,0,0
Wissensmanagement,110,0,3,10,1,2,4,0,10,29,35,2,0,0,0,0,0,1,11,0,0,0,1,0,1,0,0,0,0,0
Benutzerfreundlichkeit,110,1,2,8,0,2,2,0,2,67,18,1,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
Mobilität,110,0,25,3,1,0,11,1,7,3,8,39,0,4,0,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0
Energieeffizienz,110,12,9,7,17,0,2,0,3,7,20,10,1,2,1,11,0,2,1,0,3,0,0,0,0,2,0,0,0,0
Entscheidungsfindung,110,1,2,1,0,20,2,0,6,27,27,2,0,1,0,0,0,0,10,0,0,1,1,0,2,5,1,1,0,0
Kraftfahrzeugindustrie,110,0,3,11,2,2,0,1,4,8,40,28,0,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Biodiversität,110,2,7,1,0,0,4,1,2,0,11,0,0,8,1,0,0,20,6,0,15,26,0,0,0,6,0,0,0,0
Risikoanalyse,110,2,0,6,1,15,4,0,6,5,21,1,1,13,1,3,1,2,6,0,6,8,0,0,1,4,2,0,0,1
Medizin,109,0,1,5,0,12,0,0,4,13,1,0,4,2,1,1,0,1,3,0,0,7,0,2,5,3,31,0,0,13
Prognose,109,2,3,2,3,27,8,1,8,10,34,2,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0
Mehragentensystem,109,0,0,5,5,3,0,0,1,78,6,3,0,0,0,1,0,2,1,0,0,1,3,0,0,0,0,0,0,0
Wahrscheinlichkeitstheorie,109,0,0,2,0,83,1,0,1,5,7,0,6,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Selbstorganisation,108,0,0,7,3,8,2,0,10,6,14,0,12,2,18,3,2,0,13,0,0,5,1,0,2,0,0,0,0,0
Stoffeigenschaft,108,9,8,5,3,1,0,0,0,0,0,0,18,8,5,7,34,1,0,0,2,1,0,0,0,0,3,0,0,3
Eingebettetes System,108,0,0,5,2,2,0,0,0,79,2,3,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Halbleiter,108,0,0,5,0,2,0,0,0,1,0,0,54,0,10,24,11,0,0,0,0,0,0,0,0,0,1,0,0,0
EXCEL,107,0,0,3,0,28,0,0,1,49,18,0,4,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Methodologie,107,0,0,0,0,3,0,1,16,2,73,0,0,0,0,0,0,0,4,0,0,2,1,0,5,0,0,0,0,0
Lebensmittelverarbeitung,107,0,0,0,4,0,0,0,0,0,1,0,0,50,0,0,0,0,1,0,50,0,0,0,0,0,1,0,0,0
Photonik,107,0,0,15,0,3,0,0,0,4,0,1,44,0,2,32,1,0,0,0,0,0,0,0,0,0,3,0,0,2
Information Retrieval,106,0,0,3,0,1,2,0,0,78,2,0,1,0,0,2,0,12,3,0,0,0,0,0,0,0,0,2,0,0
Quanteninformatik,106,0,0,1,0,8,0,0,0,27,0,0,54,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Zeitreihenanalyse,106,0,0,0,0,50,5,0,0,11,32,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,1
Umwelt,106,2,7,1,0,1,12,15,9,1,20,1,1,10,0,0,0,4,6,1,0,6,0,2,3,0,2,2,0,0
Kraftfahrzeug,106,0,0,4,16,0,0,0,0,3,3,44,10,10,5,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0
E-Learning,105,0,1,2,0,4,0,1,5,26,1,0,0,2,0,0,0,4,59,0,0,0,0,0,0,0,0,0,0,0
Quantenmechanisches System,105,0,0,2,0,30,0,0,0,1,0,0,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wissenschaft,105,0,3,5,0,1,2,5,23,5,4,0,1,1,0,0,0,15,5,2,0,1,0,3,22,3,2,2,0,0
Mobile Computing,105,0,0,0,0,4,2,0,2,69,6,0,0,0,0,16,0,2,3,0,0,0,0,0,0,0,1,0,0,0
Proteine,104,0,0,0,1,3,0,0,0,1,0,0,4,12,34,0,1,0,1,0,5,39,0,0,0,1,2,0,0,0
Großstadt,104,2,30,0,0,0,19,6,33,0,2,1,0,2,0,0,0,2,0,5,0,0,1,0,0,0,0,1,0,0
Frau,103,1,12,5,0,1,1,5,49,2,2,0,0,0,0,0,0,2,12,6,0,0,0,2,3,0,0,0,0,0
Kontroverse,103,0,3,4,0,0,0,30,33,0,3,0,0,0,0,0,0,4,4,0,0,1,0,11,8,2,0,0,0,0
Controlling,103,1,1,3,2,2,0,0,2,18,57,0,0,1,0,1,0,1,12,0,1,1,0,0,0,0,0,0,0,0
Mechatronik,103,1,0,5,48,6,0,0,0,6,5,7,3,1,0,8,0,0,0,0,1,0,0,0,0,0,6,0,0,6
Mensch,103,1,2,8,0,0,3,7,11,9,3,0,0,3,2,1,0,6,6,4,1,13,0,1,14,1,5,2,0,0
Quantentheorie,102,0,0,0,0,15,0,1,1,4,0,0,67,0,1,4,0,1,5,0,0,0,0,0,3,0,0,0,0,0
Biokraftstoff,102,0,0,1,31,0,0,0,0,0,5,1,0,28,23,0,0,1,0,0,8,4,0,0,0,0,0,0,0,0
Technologie,101,0,1,14,2,0,0,4,14,5,12,1,3,9,3,2,4,6,7,2,0,1,0,0,4,0,1,0,5,1
Soziales Netzwerk,101,0,0,2,0,2,3,2,28,22,21,0,0,1,0,1,0,5,7,0,0,1,0,0,0,5,0,1,0,0
Naturschutz,101,0,11,0,1,0,12,5,8,0,5,1,0,9,0,0,0,14,0,0,15,12,2,0,1,4,0,0,1,0
Regulierung,101,0,2,0,0,1,0,1,10,3,22,2,0,2,0,1,0,3,0,0,0,0,0,0,0,52,2,0,0,0
Urbanität,100,0,28,0,0,0,29,9,27,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,1,0,0
Entstehung,100,0,0,1,0,3,7,21,17,1,4,0,2,0,1,0,0,10,1,3,0,8,0,12,1,6,0,2,0,0
Mechanik,100,0,0,4,3,10,0,0,0,2,0,0,75,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Geoinformationssystem,100,4,8,1,0,1,61,1,2,13,0,1,0,3,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0
Gesundheitswesen,100,0,1,0,0,7,2,2,9,5,8,0,0,1,0,0,0,1,2,0,0,1,0,0,1,5,49,0,0,6
Fotovoltaik,99,3,2,0,21,0,1,0,0,1,0,0,14,1,4,47,1,0,0,1,0,1,0,0,0,0,1,0,0,1
Natur,99,4,7,3,0,2,6,6,7,0,2,0,3,3,1,0,0,6,18,4,0,9,1,3,10,3,1,0,0,0
CAD,98,6,30,15,11,4,2,0,1,14,5,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
App Programm,98,0,0,1,0,4,0,1,2,74,8,0,1,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,1
Prognoseverfahren,98,1,0,3,0,37,0,0,2,0,53,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Festigkeitslehre,97,2,0,41,0,0,0,0,0,0,0,0,50,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantenfeldtheorie,97,0,0,1,0,18,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stadtökologie,97,2,59,0,1,0,16,0,2,0,0,2,0,5,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0
Elektrotechnik,97,1,0,1,2,1,0,0,0,3,0,0,3,0,0,83,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Geologie,97,0,1,0,1,2,76,1,1,1,2,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,5,0
Kosmologie,96,0,0,0,0,3,0,1,0,1,0,0,54,0,0,0,0,28,0,1,0,2,0,3,2,0,0,1,0,0
Massenmedien,96,0,5,2,1,0,2,3,27,5,1,0,0,0,0,0,0,30,9,3,0,0,0,4,2,0,1,1,0,0
Multimedia,96,0,1,1,0,2,0,1,0,70,0,2,0,0,0,8,0,3,5,1,0,0,0,0,0,0,1,1,0,0
Stabilität,96,6,1,13,0,29,1,0,6,2,4,6,13,0,5,5,0,0,1,0,0,4,0,0,0,0,0,0,0,0
Abwasserreinigung,96,3,0,1,2,1,2,0,0,0,3,1,0,77,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Kraftfahrzeugtechnik,95,0,0,0,15,0,0,1,0,1,2,53,4,4,1,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Maschinenbau,95,1,0,24,34,5,0,0,0,11,3,2,4,0,0,4,1,0,4,0,0,0,0,0,0,1,0,1,0,0
Religion,95,1,2,0,0,0,2,12,18,0,0,0,0,0,0,0,0,2,2,3,0,3,0,41,8,0,1,0,0,0
Kollektives Gedächtnis,95,2,13,1,0,0,1,45,18,0,1,0,0,0,0,0,0,5,3,2,0,0,1,0,2,0,0,1,0,0
Medien,95,0,4,2,0,0,5,6,17,8,2,0,0,0,0,0,0,17,14,4,0,0,1,2,6,1,1,5,0,0
Werkstoff,95,1,2,3,6,2,1,0,0,1,0,2,18,2,5,6,39,1,0,0,0,0,0,0,0,0,3,0,0,3
Architekt,95,14,53,0,0,1,0,6,2,0,1,0,0,0,0,0,0,1,12,2,0,0,1,0,0,2,0,0,0,0
Evolution,95,0,0,0,0,7,5,2,6,1,0,0,1,0,3,0,0,1,4,2,0,44,0,4,10,0,2,3,0,0
Strukturwandel,94,1,9,1,1,0,7,4,13,2,38,2,0,1,0,0,0,5,5,0,1,1,0,0,1,1,0,0,1,0
Kreditmarkt,94,0,0,1,1,5,0,0,1,0,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
JavaScript,94,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bewertung,94,3,7,0,3,4,5,1,5,4,26,2,1,10,0,2,2,2,3,0,2,1,0,0,1,7,3,0,0,0
Multivariate Analyse,94,0,0,0,0,49,0,0,10,8,11,0,1,4,5,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0
Bauleistung,94,23,22,22,5,0,0,0,0,0,0,0,0,3,0,1,0,0,16,0,0,0,0,0,0,2,0,0,0,0
C++,94,0,0,1,0,16,0,0,0,74,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantencomputer,94,0,0,0,0,5,0,0,0,36,0,0,35,0,0,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Wahrnehmung,93,0,8,3,0,1,0,4,14,4,6,1,5,2,0,0,0,1,24,3,0,3,0,0,11,0,1,2,0,0
Monte-Carlo-Simulation,92,1,0,1,0,39,2,0,0,4,8,1,25,0,2,2,0,2,0,0,0,2,0,0,0,0,3,0,0,0
Funknetz,92,0,0,2,1,3,0,0,0,28,0,2,2,0,0,51,0,0,0,0,0,0,0,0,0,0,2,0,0,1
Dynamik,92,3,0,26,1,12,4,0,0,1,2,2,35,1,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Beton,92,40,33,1,1,0,0,0,0,0,0,0,4,6,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
Kongress,91,0,0,2,1,5,2,3,4,22,12,1,4,7,7,3,3,2,2,2,5,1,0,1,0,1,1,0,0,0
Klein- und Mittelbetrieb,91,2,2,6,0,1,0,0,9,7,42,0,0,2,0,0,0,0,16,1,1,0,0,0,0,2,0,0,0,0
Wissenschaftliches Rechnen,91,0,0,1,0,41,1,0,1,38,0,0,6,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Psychologie,91,0,6,1,0,4,1,2,19,2,4,0,0,0,0,0,0,5,35,3,0,0,2,3,1,0,0,3,0,0
Tissue Engineering,91,0,0,0,1,1,0,0,0,0,0,0,0,16,1,0,1,2,0,0,0,6,1,0,0,1,32,0,0,29
Technikbewertung,91,0,0,20,0,1,0,1,16,20,8,2,0,4,0,4,0,1,4,0,1,3,0,0,3,2,1,0,0,0
Algebra,90,0,0,0,0,79,0,0,0,4,1,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Mechanische Eigenschaft,90,4,1,3,4,2,1,0,0,0,0,1,27,3,4,0,28,0,0,0,1,3,0,0,0,0,4,0,0,4
Bildung,90,0,0,4,0,0,0,4,25,4,3,0,0,2,0,0,0,1,37,1,0,0,0,3,2,2,1,1,0,0
Computerunterstütztes Lernen,90,0,1,0,0,0,1,1,7,18,3,0,1,0,0,2,0,1,53,0,0,0,0,0,0,0,1,1,0,0
Sozioökonomischer Wandel,90,0,7,4,0,0,9,2,31,5,16,2,0,3,0,0,0,3,4,0,1,0,0,0,2,1,0,0,0,0
Logistik,90,3,3,3,3,4,1,0,3,5,41,16,0,2,0,1,1,0,2,0,0,0,0,0,0,1,1,0,0,0
Differentialgeometrie,90,0,0,1,1,72,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Differentialgleichung,90,0,0,1,0,72,0,0,0,6,1,0,6,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Mobilfunk,89,0,1,1,1,1,1,0,2,15,0,2,2,0,0,59,0,1,0,0,0,0,0,1,0,1,1,0,0,0
Landwirtschaft,89,1,5,3,0,1,4,0,4,2,12,1,0,13,0,1,0,6,0,0,30,5,0,0,0,1,0,0,0,0
Bürgerbeteiligung,89,1,25,0,0,0,6,3,34,0,2,1,0,1,0,0,0,4,2,0,1,1,0,0,1,6,1,0,0,0
Kapitalismus,89,0,3,4,0,0,2,2,35,1,24,0,0,2,0,0,0,1,6,0,0,0,0,0,7,1,1,0,0,0
Zahlentheorie,89,0,0,0,0,78,0,0,0,4,0,0,4,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
Stadtsanierung,89,2,46,0,0,0,14,8,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Wärmeübertragung,88,1,0,26,3,3,1,0,0,0,0,2,36,9,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Benutzeroberfläche,88,0,0,3,0,0,1,0,2,70,8,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0
Operations Research,88,0,0,1,0,37,0,0,0,9,38,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gruppentheorie,88,0,0,0,0,59,2,0,0,3,0,0,17,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soziale Ungleichheit,88,0,4,0,0,0,6,3,49,1,4,0,0,0,0,0,0,0,15,0,0,0,0,1,2,1,2,0,0,0
Bauentwurf,87,19,56,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Angewandte Mathematik,87,0,1,10,0,44,6,0,0,11,3,0,4,0,2,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Elektrofahrzeug,87,0,2,0,8,0,0,0,1,0,5,39,1,3,1,24,0,1,2,0,0,0,0,0,0,0,0,0,0,0
Medizinische Informatik,87,0,0,0,0,24,0,0,0,30,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,24,0,0,4
Berechnung,86,23,1,6,10,4,5,0,0,0,1,1,11,4,4,12,1,1,0,0,0,0,0,0,0,1,0,0,1,0
Verbraucherverhalten,86,0,0,0,1,1,0,1,12,3,47,1,0,5,0,1,0,2,7,0,2,0,2,0,0,1,0,0,0,0
Organisation,86,1,2,1,1,2,0,0,21,6,28,0,0,1,0,0,0,2,15,0,0,0,0,0,1,5,0,0,0,0
Stadtverkehr,86,1,30,0,0,0,3,0,1,3,9,35,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tod,86,0,0,0,0,0,0,12,16,0,0,0,0,0,0,0,0,0,12,14,0,0,0,18,4,1,8,1,0,0
Haus,85,11,51,1,1,0,0,5,11,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Heterogenität,85,0,0,0,0,6,1,0,21,2,3,0,4,0,1,0,5,1,34,1,0,0,1,2,0,1,0,2,0,0
Kontinuumsmechanik,85,1,0,20,0,16,3,0,0,0,0,0,39,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
Spektroskopie,85,0,0,3,1,2,2,0,0,0,1,0,28,3,24,1,4,3,1,0,1,5,0,0,0,0,3,0,0,3
Baukonstruktion,85,49,26,1,2,0,0,0,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
Einführung,84,0,2,4,1,7,5,4,12,6,10,0,2,1,0,3,0,0,11,4,0,0,0,0,2,2,1,6,1,0
Führung,84,2,2,3,0,0,0,0,17,1,35,0,0,0,0,0,0,1,21,0,0,0,0,0,0,1,1,0,0,0
Molekularbiologie,84,0,0,0,0,9,1,0,0,3,0,0,2,5,11,0,0,1,0,0,0,49,0,0,0,0,3,0,0,0
Stochastik,84,0,0,1,0,63,1,0,0,4,3,0,5,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
Regressionsanalyse,83,0,0,2,0,47,0,0,11,7,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
Interaktion,83,0,3,2,0,1,3,0,20,14,9,0,3,0,0,2,0,3,16,2,0,0,0,0,2,0,1,2,0,0
Poröser Stoff,83,1,0,6,0,7,5,0,0,0,0,0,27,9,10,4,10,0,0,0,0,0,0,0,0,0,2,0,0,2
Datenbanksystem,83,0,0,0,0,3,0,0,1,75,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Bevölkerungsentwicklung,83,2,14,0,0,2,21,1,16,0,12,1,0,2,0,0,0,1,5,0,0,2,0,0,0,2,2,0,0,0
Staat,82,0,1,0,0,0,4,16,33,1,8,0,0,0,0,0,0,0,0,0,1,0,0,6,0,12,0,0,0,0
Ländlicher Raum,82,0,28,1,0,0,13,5,11,0,7,6,0,2,0,1,0,0,1,0,5,0,1,0,0,1,0,0,0,0
Strukturdynamik,82,3,0,32,1,4,0,0,1,0,0,1,37,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Armut,82,0,4,0,0,0,2,1,43,0,20,0,0,0,0,0,0,1,7,0,1,0,0,1,0,1,1,0,0,0
Nationalsozialismus,82,0,14,0,0,0,1,34,23,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,1,0,0,0,0
Ernährung,82,1,0,0,0,0,2,3,2,0,2,0,0,5,5,0,0,2,23,0,8,6,2,0,0,0,21,0,0,0
Astronomie,82,0,0,0,0,7,1,1,1,6,0,2,17,0,0,0,0,43,1,1,0,0,0,1,1,0,0,0,0,0
Gewöhnliche Differentialgleichung,82,0,0,1,0,71,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mathematische Methode,82,0,0,4,0,36,4,0,0,4,2,0,22,2,0,4,0,1,1,0,1,0,0,0,0,0,1,0,0,0
Drahtloses Sensorsystem,81,1,0,9,3,2,0,0,0,33,2,0,4,0,0,20,0,0,0,0,0,1,0,0,0,0,4,0,0,2
Transformation,81,1,3,0,0,1,3,4,19,1,12,1,0,0,1,0,0,0,8,0,1,0,1,2,2,21,0,0,0,0
Brennstoffzelle,81,0,0,0,12,0,0,0,0,0,2,11,0,4,9,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Webdesign,81,0,0,0,0,0,1,0,1,75,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diskurs,81,0,5,0,0,0,7,11,27,1,2,0,0,0,0,0,0,5,6,3,0,0,0,6,3,1,2,2,0,0
Data Science,81,1,1,0,0,13,0,0,2,54,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Energietechnik,81,0,0,2,31,2,3,0,4,2,8,1,5,9,2,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Roboter,80,0,0,27,2,0,0,0,6,20,3,2,1,0,0,2,0,0,5,1,0,0,0,1,3,5,1,1,0,0
Computerunterstütztes Verfahren,80,1,2,2,0,14,1,0,8,16,12,0,3,0,0,4,1,3,4,0,0,2,0,0,0,0,5,1,0,1
Mikrobiologie,80,2,2,0,1,0,1,0,0,1,0,0,0,13,5,0,0,1,0,0,6,39,0,0,0,0,7,0,1,1
Bauvorhaben,80,27,29,0,0,0,3,0,2,2,7,0,0,0,0,0,0,0,2,1,0,0,0,2,0,5,0,0,0,0
Effizienz,80,1,3,1,4,0,1,1,11,1,27,2,3,0,0,3,0,3,9,1,0,0,0,0,0,7,1,1,0,0
Elektromobilität,80,0,10,1,2,0,0,0,3,0,14,30,0,2,0,15,0,0,2,0,0,0,0,0,0,1,0,0,0,0
Kritik,80,0,0,0,1,2,3,3,22,8,9,0,6,1,0,0,0,1,7,1,1,2,0,3,6,1,3,0,0,0
Personalpolitik,80,1,1,3,0,1,0,0,21,5,29,1,0,0,0,1,0,0,13,0,0,0,0,0,0,4,0,0,0,0
Bauwerk,79,27,20,5,0,0,3,2,0,1,1,2,13,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0
Umweltökonomie,79,0,0,0,0,1,3,0,7,0,51,0,1,2,0,0,0,4,2,0,1,4,0,0,0,2,1,0,0,0
Verfahrenstechnik,79,1,1,4,2,2,0,0,0,1,2,0,5,48,7,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0
Unsicherheit,79,0,0,8,1,22,2,0,7,5,18,0,2,0,0,3,1,2,6,0,0,0,0,0,1,0,1,0,0,0
Katalyse,79,0,0,1,0,0,0,0,0,0,0,0,0,17,55,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0
Ingenieurwissenschaften,79,1,1,24,1,24,1,0,0,7,2,0,3,2,1,0,0,2,7,0,0,1,0,0,1,0,0,1,0,0
Symbol,78,0,3,1,0,1,0,6,14,1,0,1,0,0,0,0,0,2,9,10,0,0,1,16,4,1,2,6,0,0
Empirische Sozialforschung,78,0,0,1,0,6,1,0,53,1,7,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0
Planung,78,3,20,3,0,3,5,3,7,2,9,4,0,1,0,3,0,2,8,0,1,0,1,0,0,2,1,0,0,0
Energieversorgung,78,2,3,1,17,3,4,0,4,0,24,1,1,3,1,9,0,2,0,0,1,0,0,0,0,2,0,0,0,0
Herstellung,78,0,0,4,5,1,1,0,1,14,2,2,7,11,5,4,6,0,2,0,4,0,2,0,0,0,4,0,0,3
Allgemeine Relativitätstheorie,77,0,0,0,0,12,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Numerisches Modell,77,4,0,4,4,20,6,0,0,2,0,4,21,3,1,2,2,0,0,0,0,1,0,0,0,0,2,0,0,1
Autonomes Fahrzeug,77,0,3,2,0,0,0,0,0,15,1,46,0,0,0,1,0,0,1,0,0,0,0,0,0,8,0,0,0,0
Algebraische Geometrie,77,0,0,0,0,73,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kombinatorik,77,0,0,0,0,59,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nanokomposit,77,0,0,3,2,1,0,0,0,0,0,0,11,10,8,3,35,0,0,0,0,0,0,0,0,0,2,0,0,2
Pflanzen,77,0,2,0,0,1,3,0,0,0,0,0,0,6,8,0,0,1,0,0,4,52,0,0,0,0,0,0,0,0
Computergrafik,77,0,1,1,0,6,2,0,0,64,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Optik,77,0,0,8,0,4,1,0,0,0,0,0,49,0,0,6,3,0,3,0,0,1,0,0,0,0,1,0,0,1
Serviceorientierte Architektur,77,0,0,1,0,0,0,0,0,46,22,0,1,0,0,1,0,1,3,0,0,0,0,0,0,0,2,0,0,0
Förderung,77,0,2,0,3,0,0,2,16,0,8,0,0,0,1,0,0,0,32,2,2,0,0,0,0,4,1,3,1,0
Schwingung,77,0,0,21,2,5,0,0,1,0,0,2,31,6,1,1,0,1,2,0,0,1,0,0,2,0,1,0,0,0
Theoretische Informatik,76,0,0,0,0,10,0,0,0,62,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stadtviertel,76,1,25,0,0,0,9,1,31,0,0,2,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0
Astrophysik,76,0,0,3,0,2,0,0,0,1,0,2,32,0,1,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0
COVID-19,76,0,1,3,0,5,2,1,20,3,7,0,1,0,0,0,0,1,9,0,0,1,0,0,2,0,19,0,0,1
Stochastisches Modell,76,3,0,2,0,34,1,0,2,4,15,1,7,0,0,1,0,1,1,0,0,3,0,0,0,0,1,0,0,0
Bionik,76,2,2,24,4,3,0,0,0,4,0,0,5,1,4,0,2,0,0,0,0,6,0,0,0,0,10,0,0,9
Deskriptive Statistik,76,0,0,0,0,40,1,0,6,8,16,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0
Transport,75,0,3,1,0,1,8,3,5,2,20,15,1,6,2,0,0,4,1,0,0,0,0,0,0,2,1,0,0,0
Raspberry Pi,75,2,0,1,0,0,0,0,0,45,0,0,0,0,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Analyse,75,0,1,5,0,4,2,0,23,5,8,0,1,3,3,2,0,1,8,1,1,3,0,0,2,0,0,1,1,0
