Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Benutzerfreundlichkeit,80,0,1,25,24,0,18,1,2,7,2
Professionalisierung,80,0,0,41,0,6,0,1,0,31,1
Wettbewerb,80,0,0,25,27,2,5,0,0,19,2
Bauökologie,80,0,0,22,48,2,4,2,2,0,0
Fernerkundung,80,0,0,2,45,2,5,0,2,7,17
Datenbanksystem,80,0,0,11,23,0,34,2,1,7,2
Halbleiter,80,0,0,2,57,0,2,0,0,10,9
Geschichtswissenschaft,79,0,0,40,18,9,3,1,2,5,1
Populismus,79,0,0,42,25,4,2,1,0,5,0
Volkswirtschaftslehre,79,0,0,55,19,2,1,1,0,1,0
Gesundheitsökonomie,79,0,32,17,19,4,1,1,0,4,1
Wirtschaftsforschung,79,0,73,4,1,1,0,0,0,0,0
Experimentelle Wirtschaftsforschung,79,0,73,2,3,0,0,0,1,0,0
Gesundheit,79,0,0,35,27,1,2,1,1,11,1
Korruption,78,0,0,20,35,2,2,1,1,14,3
Benutzeroberfläche,78,0,0,13,25,1,30,2,0,5,2
Biografie,78,0,0,50,17,1,0,2,2,5,1
Geschichtsunterricht,78,0,0,52,4,7,0,2,1,12,0
Funktionalanalysis,78,0,0,10,49,0,19,0,0,0,0
Abwasserreinigung,78,0,0,5,49,2,1,0,9,5,7
Coaching,78,0,0,70,2,0,0,0,0,6,0
Wandel,78,0,0,46,10,4,5,3,1,7,2
Biochemie,77,0,0,48,24,0,0,1,2,0,2
Energieeffizienz,77,0,0,34,23,3,0,4,1,10,2
Monte-Carlo-Simulation,77,0,0,4,39,0,7,0,2,6,19
Industriedesign,77,0,0,37,25,7,1,5,0,2,0
Psychische Störung,77,0,0,58,11,1,1,2,1,3,0
Mechanik,77,0,1,29,42,0,1,1,1,1,1
Soft Computing,77,0,0,8,37,0,27,0,4,1,0
Bewältigung,77,0,0,57,3,2,0,1,0,11,3
Zeitreihenanalyse,76,0,0,15,40,0,3,0,1,5,12
Gewöhnliche Differentialgleichung,76,0,0,23,43,0,6,1,0,1,2
Ethnologie,76,0,0,34,31,1,2,0,1,7,0
Algebraische Geometrie,76,0,0,3,39,0,28,0,3,3,0
Motivation,76,0,0,36,14,3,0,0,0,20,3
Qualitätssicherung,75,0,0,29,14,2,4,3,1,20,2
Mobilität,75,0,2,35,17,3,5,0,1,10,2
Urbanität,75,0,0,30,29,5,2,0,0,9,0
Ernährung,75,0,0,44,16,1,6,3,0,3,2
Politisches Denken,75,0,0,46,16,4,1,0,0,6,2
Behinderung,75,0,0,42,13,3,2,0,0,14,1
Grundrecht,75,0,0,25,4,3,1,0,0,35,7
Pflanzen,75,0,0,26,37,0,1,0,0,1,10
Energiewirtschaft,75,0,10,33,19,2,2,0,0,8,1
Sozialraum,75,0,0,44,13,5,3,0,0,9,1
Risikoanalyse,75,0,0,25,31,1,3,0,3,7,5
Maschinenbau,74,0,0,60,8,1,1,1,0,3,0
Ost-West-Konflikt,74,0,0,22,29,5,5,0,1,11,1
Religiosität,74,0,0,40,11,7,0,3,1,10,2
Neoliberalismus,74,0,0,33,27,1,0,2,0,10,1
Naturschutz,74,0,0,34,26,4,0,0,1,3,6
Kongress,73,0,0,4,5,4,59,0,1,0,0
Quantentheorie,73,0,0,17,50,0,3,0,1,0,2
Kommunalpolitik,73,0,0,34,25,2,2,1,0,9,0
Arbeitsmarktpolitik,73,0,0,28,23,5,4,2,2,8,1
Arbeitnehmer,73,0,0,31,14,1,0,2,0,22,3
Energieversorgung,73,1,0,35,25,3,0,2,1,6,0
Stadtsoziologie,73,0,0,27,29,3,6,2,4,2,0
Evolution,73,0,0,41,18,1,1,1,3,3,5
Mann,73,0,0,46,14,1,0,3,1,7,1
Medizinische Informatik,73,0,0,4,49,0,16,0,3,0,1
Natur,72,0,0,42,16,3,2,0,0,8,1
Umwelt,72,0,4,31,26,4,3,0,2,2,0
CAD,72,0,0,16,38,1,10,0,2,5,0
Institutionenökonomie,72,0,0,22,19,8,5,0,3,12,3
Haftung,72,0,0,17,0,2,0,0,0,44,9
Weiterbildung,72,0,0,45,6,3,0,3,2,12,1
Biomaterial,72,0,0,2,61,0,3,0,3,1,2
Einführung,72,0,0,52,14,0,0,5,0,1,0
Sexualverhalten,72,0,0,54,8,4,0,3,0,3,0
Berechnung,71,0,0,44,18,0,0,1,0,6,2
Finanzwirtschaft,71,0,0,18,42,3,5,0,0,2,1
Einkommensverteilung,71,0,25,13,26,0,2,0,0,3,2
Resilienz,71,0,0,45,10,1,1,0,0,9,5
Übersetzung,71,0,0,28,29,2,3,0,1,5,3
Stadtgestaltung,71,0,0,17,46,4,1,0,1,2,0
Stadtökologie,71,0,0,12,53,2,3,0,1,0,0
Wettbewerbsrecht,71,0,30,11,4,4,0,1,0,18,3
Prognoseverfahren,71,0,50,10,4,0,0,2,0,1,4
Jugendhilfe,70,0,0,47,3,7,0,5,0,8,0
Fremdsprachenlernen,70,0,0,18,41,3,2,0,1,4,1
Kombinatorik,70,0,0,8,38,0,23,0,1,0,0
Gruppentheorie,70,0,0,8,49,0,11,0,0,0,2
Quantenmechanisches System,70,0,0,1,45,0,5,0,1,4,14
Solarzelle,70,0,0,5,25,0,2,0,2,21,15
Entstehung,70,0,0,30,19,4,0,1,1,10,5
Evangelische Theologie,70,0,0,43,2,15,1,0,2,7,0
Sicherheit,70,0,0,23,22,3,9,1,2,7,3
Evangelische Kirche,70,0,0,40,0,11,0,1,2,15,1
Muslim,70,0,0,34,15,1,3,2,2,10,3
Geoinformationssystem,70,0,0,3,48,3,13,0,0,2,1
Mechatronik,70,0,0,29,20,0,3,2,2,11,3
Interkulturelle Erziehung,69,0,0,48,6,4,0,0,0,11,0
Ethnische Identität,69,0,0,10,43,2,3,0,4,2,5
Soziolinguistik,69,0,0,9,48,2,4,0,3,3,0
Wertorientierung,69,0,0,47,6,1,0,2,0,12,1
Zivilgesellschaft,69,0,0,26,19,2,2,1,0,16,3
Automation,69,0,0,25,17,2,9,2,0,10,4
Wissenschaftstheorie,69,0,0,39,19,2,2,2,1,3,1
Tod,69,0,0,49,5,3,2,4,0,4,2
Entwicklungspsychologie,69,0,0,54,10,1,1,0,1,1,1
Biografieforschung,69,0,0,35,4,1,0,4,1,24,0
Qualitative Methode,69,0,0,39,20,5,1,2,0,2,0
Unternehmenskooperation,69,0,0,28,7,1,2,2,0,27,2
Kraftfahrzeugtechnik,69,0,0,45,9,8,3,0,1,2,1
Umweltbezogenes Management,69,0,0,34,24,0,2,2,0,6,1
EXCEL,68,0,0,45,21,0,0,2,0,0,0
Theoretische Informatik,68,0,0,14,9,0,41,1,2,1,0
Kirche,68,0,0,37,7,15,3,0,0,4,2
Weimarer Republik,68,0,0,45,6,3,0,0,1,13,0
Kulturwirtschaft,68,0,36,15,9,2,0,0,1,5,0
Wohnungsbau,68,0,0,24,30,0,1,1,0,12,0
Wissenschaftliches Rechnen,68,0,0,10,28,0,29,0,1,0,0
Silicium,68,0,0,3,18,0,1,0,2,23,21
Funknetz,68,0,0,4,47,0,10,1,0,5,1
Biomedizinische Technik,68,0,0,2,49,0,12,1,3,0,1
Regionale Wirtschaftsentwicklung,67,0,27,7,19,0,4,0,2,7,1
Protestbewegung,67,0,0,29,20,0,2,2,0,12,2
Stabilität,67,0,0,6,32,0,8,0,2,9,10
Unterrichtsmethode,67,0,0,50,8,2,0,3,1,3,0
Regressionsanalyse,67,0,0,19,40,0,0,1,1,0,6
Gebäude,67,0,0,20,37,1,0,3,0,2,4
Sozialstaat,67,0,0,40,6,9,3,3,0,5,1
Kontrolltheorie,67,0,1,0,44,0,19,0,1,1,1
Museum,67,0,0,26,16,8,3,0,0,12,2
Körper,67,0,0,35,13,5,0,0,2,11,1
Sportunterricht,67,0,0,48,2,1,0,8,0,8,0
Soziale Verantwortung,67,0,0,33,21,0,0,1,0,12,0
Arbeit,66,0,0,30,15,6,3,1,2,7,2
Natürliche Ressourcen,66,0,17,14,26,0,1,2,0,4,2
Kreditwesen,66,0,0,23,27,3,3,0,0,9,1
Wettbewerbspolitik,66,0,30,8,13,7,0,0,0,7,1
Interdisziplinäre Forschung,66,0,0,41,10,8,4,2,0,1,0
Technologie,65,0,0,15,43,0,3,1,1,2,0
Spracherwerb,65,0,0,27,21,1,1,4,3,6,2
Data Science,65,0,0,12,31,1,20,0,0,1,0
Industriebetrieb,65,0,0,40,12,0,1,0,2,10,0
Vorschulerziehung,65,0,0,45,8,0,0,2,0,8,2
Berufsbildung,65,0,0,39,9,2,0,4,0,9,2
Kritische Theorie,65,0,0,27,15,4,1,1,1,15,1
Unternehmensbewertung,65,0,0,43,5,0,0,1,0,16,0
Stadtsanierung,65,0,0,19,35,2,0,1,2,3,3
Modell,65,0,0,8,19,1,10,0,2,16,9
Stochastik,65,0,0,34,18,0,2,4,1,2,4
Vertrieb,65,0,0,63,1,0,0,0,0,1,0
Haus,65,0,0,24,31,0,2,2,1,5,0
Optik,64,0,0,16,45,0,0,2,0,1,0
Kraftfahrzeug,64,0,0,29,17,2,0,3,0,12,1
Kulturwissenschaften,64,0,0,41,12,7,2,0,0,2,0
Sozialpsychologie,64,0,0,45,10,0,1,0,2,5,1
Weltgeschichte,64,0,0,48,11,0,2,1,1,1,0
Medienkompetenz,64,0,0,37,15,3,0,1,0,8,0
Relativitätstheorie,64,0,0,17,36,0,5,1,2,1,2
Interreligiöser Dialog,64,0,0,33,7,11,3,0,0,8,2
Vertrauen,64,0,0,32,10,1,0,0,0,18,3
Allgemeine Relativitätstheorie,64,0,0,9,45,0,5,1,0,1,3
Programmiersprache,64,0,0,12,41,0,9,2,0,0,0
Liberalismus,64,0,0,19,24,2,1,0,1,15,2
Computerunterstütztes Lernen,63,0,0,30,15,3,5,1,1,8,0
Partei,63,0,0,26,11,3,0,1,1,19,2
Funktionentheorie,63,0,0,21,25,0,14,0,1,1,1
Großstadt,63,0,0,27,17,4,2,1,1,9,2
Metapher,63,0,0,21,17,5,2,1,0,11,6
Hochschuldidaktik,63,0,0,39,5,7,1,3,0,7,1
Kontroverse,63,0,0,36,8,5,0,3,0,11,0
Effizienz,63,0,0,12,24,3,1,0,1,17,5
Beruf,62,0,0,37,8,3,0,4,0,9,1
Gerechtigkeit,62,0,0,33,12,3,0,1,0,9,4
Selbstorganisation,62,0,0,19,16,0,1,1,0,15,10
Wirtschaftskrise,62,0,0,30,21,3,4,0,0,3,1
Turbulente Strömung,62,0,0,2,27,0,14,1,1,8,9
Ingenieurwissenschaften,62,0,0,30,27,1,2,2,0,0,0
Wiedervereinigung Deutschland,62,0,0,47,4,4,0,1,1,4,1
Baustoff,62,0,0,24,26,2,8,0,0,1,1
Soziale Konstruktion,62,0,0,37,2,3,0,2,0,15,3
Brennstoffzelle,62,0,0,12,34,0,3,3,2,3,5
Photonik,62,0,0,5,38,0,5,1,1,2,10
Hochschulbildung,62,0,0,19,28,3,2,1,1,5,3
Wasserwirtschaft,61,0,0,18,28,3,7,1,1,1,2
Rechnungslegung,61,0,0,43,5,1,0,0,1,11,0
Textproduktion,61,0,0,35,11,1,0,4,0,9,1
Semantic Web,61,0,0,4,27,0,14,0,6,5,5
Lebensführung,61,0,0,47,2,1,0,1,0,9,1
Stoffeigenschaft,61,0,0,11,41,0,2,0,1,6,0
Laser,61,0,0,15,29,0,3,1,0,2,11
Wissen,61,0,1,23,16,5,1,1,1,11,2
Französisch,61,0,0,27,13,2,2,0,1,11,5
Betriebliches Informationssystem,61,0,0,29,19,0,4,1,1,5,2
Softwarearchitektur,61,0,0,31,11,0,8,0,0,8,3
Objektorientierte Programmierung,61,0,0,22,19,0,15,3,2,0,0
Bauentwurf,61,0,0,22,28,4,3,2,0,2,0
Judenverfolgung,61,0,0,41,5,6,0,3,0,6,0
Berichterstattung,61,0,0,23,6,1,0,0,1,26,4
Harmonische Analyse,60,0,0,2,49,0,9,0,0,0,0
Strafverfahren,60,0,0,18,4,4,1,0,0,29,4
Lebensstil,60,0,0,33,9,2,0,1,0,15,0
Katholische Theologie,60,0,0,43,0,5,0,1,0,11,0
Gestaltung,60,0,0,31,15,5,3,2,2,1,1
Teamwork,60,0,0,41,4,0,2,1,1,10,1
Multivariate Analyse,60,0,0,12,38,0,2,1,1,3,3
Regelungstechnik,60,0,0,40,14,1,2,0,0,3,0
Mathematische Methode,60,0,0,10,43,0,6,1,0,0,0
Rechtsphilosophie,60,0,0,28,9,3,2,2,1,8,7
LINUX,60,0,0,26,30,0,0,3,1,0,0
Politische Ökonomie,60,0,0,28,19,1,1,0,0,8,3
Verfahrenstechnik,60,0,0,31,26,0,0,1,0,0,2
Medienwissenschaft,60,0,0,29,10,3,3,0,0,13,2
Interdisziplinarität,60,0,0,37,7,9,1,0,2,4,0
Baukonstruktion,60,0,0,30,24,0,1,4,0,1,0
International Financial Reporting Standards,60,0,0,43,1,0,0,0,1,13,2
Transformation,60,0,0,25,4,3,3,0,0,23,2
Bildungsökonomie,59,0,41,3,10,3,0,0,0,0,2
Internationales Management,59,0,0,25,24,2,2,0,0,5,1
Lebenslauf,59,0,0,38,5,1,0,1,0,12,2
Spektroskopie,59,0,0,4,34,0,2,0,1,5,13
Privatrecht,59,0,0,28,3,8,4,0,0,13,3
Datenbankverwaltung,59,0,0,1,48,0,6,0,1,3,0
Wechselwirkung,59,0,0,6,37,0,2,0,0,7,7
Proteine,59,0,0,5,31,0,0,0,0,10,13
Gemeinde,59,0,0,29,2,7,2,2,0,13,4
Kulturerbe,59,0,0,13,29,7,5,0,1,4,0
Theoretische Physik,59,0,0,23,27,0,7,1,1,0,0
Wohlfahrtsstaat,59,0,0,25,19,0,2,1,0,12,0
Einstellung,59,0,0,31,7,2,0,1,0,16,2
Postmoderne,59,0,0,31,16,2,2,0,1,5,2
Bilanz,58,0,0,48,0,0,0,0,1,9,0
Computerunterstütztes Verfahren,58,0,0,16,21,1,9,2,0,8,1
Regierung,58,0,0,23,21,1,1,2,1,6,3
Katalyse,58,0,0,4,29,0,2,0,0,14,9
Rechtsprechung,58,0,0,16,5,0,3,0,0,29,5
Freiheit,58,0,0,42,6,2,0,1,0,7,0
Werkstoff,58,0,0,11,39,1,3,1,2,1,0
Ideologie,58,0,0,30,16,2,2,0,0,7,1
Verkehrsplanung,58,0,0,29,14,6,1,2,1,4,1
Fotovoltaik,58,0,0,14,18,0,2,1,3,13,7
Anthropologie,58,0,0,27,21,3,0,1,2,4,0
Medizinische Ethik,58,0,0,30,6,9,2,2,0,8,1
Wirtschaftssystem,58,0,9,28,12,6,0,0,1,1,1
Religionsphilosophie,58,0,0,33,12,8,0,0,0,3,2
Soziokultureller Wandel,58,0,0,26,14,9,3,1,1,4,0
Sekundarstufe 2,58,0,0,42,2,1,0,3,0,10,0
Grammatik,58,0,0,30,22,1,2,1,1,1,0
Computerunterstützte Kommunikation,57,0,0,17,27,0,4,0,1,6,2
Problemlösen,57,0,0,28,21,0,0,2,1,5,0
Kulturpolitik,57,0,0,22,14,5,0,0,0,13,3
Angewandte Mathematik,57,0,0,14,31,0,10,1,1,0,0
Herstellung,57,0,0,10,38,0,0,0,0,7,2
Industrie,57,0,0,20,23,0,3,0,1,7,3
Datenstruktur,57,0,0,26,15,0,15,0,0,1,0
Open Source,57,0,0,16,33,0,2,1,0,2,3
Erinnerung,57,0,0,37,7,0,4,2,0,5,2
Entwurf,57,0,0,9,37,1,3,0,2,5,0
Umweltrecht,57,0,0,20,14,5,2,1,3,10,2
Reformation,57,0,0,31,8,9,3,3,0,2,1
Katalysator,57,0,0,1,14,0,2,0,4,15,21
Kapitalmarkt,57,0,0,15,26,0,5,0,0,9,2
Kartellrecht,57,0,0,12,4,2,0,1,0,28,10
Aufklärung,57,0,0,33,8,5,0,0,0,9,2
Planung,57,0,0,29,12,5,0,3,4,4,0
Medizinische Versorgung,57,0,0,29,16,4,0,0,0,5,3
Sozialstruktur,57,0,0,39,6,1,0,2,0,6,3
Latein,57,0,0,24,18,4,3,0,0,4,4
Energietechnik,56,0,0,36,12,0,1,2,0,4,1
Datenauswertung,56,0,0,13,33,0,2,0,1,4,3
LHC,56,0,0,5,26,0,3,1,0,3,18
Philosophische Anthropologie,56,0,0,36,8,3,0,0,1,6,2
Sprachverarbeitung,56,0,0,1,37,0,11,0,2,1,4
Topologie,56,0,0,8,30,0,16,0,0,0,2
E-Government,56,0,0,14,21,3,9,1,1,6,1
Organisatorisches Lernen,56,0,0,21,12,2,2,4,0,13,2
Gleichberechtigung,56,0,0,26,15,4,0,2,0,7,2
Qualität,56,0,0,28,8,5,0,1,0,10,4
Organisationssoziologie,56,0,0,27,23,0,0,0,0,6,0
Flucht,56,0,0,39,5,3,0,1,1,5,2
Autonomes Fahrzeug,56,0,0,7,20,2,7,2,0,14,4
Empirische Forschung,56,0,0,43,7,1,0,0,1,2,2
Serviceorientierte Architektur,56,0,0,7,24,1,6,0,0,14,4
Computer,56,0,0,19,28,1,0,2,0,6,0
Software,56,0,0,12,21,0,8,0,6,5,4
Garten,56,0,0,45,5,1,0,4,0,0,1
Analyse,56,0,0,24,18,0,0,1,1,10,2
Krisenmanagement,56,0,0,33,15,1,0,2,0,4,1
Medienkonsum,56,0,0,35,3,4,0,1,0,12,1
Frauenbewegung,55,0,0,29,18,1,0,0,0,6,1
Migrationspolitik,55,0,0,27,12,4,0,1,0,9,2
Landschaftsarchitektur,55,0,0,12,40,0,2,0,0,0,1
Baudenkmal,55,0,0,25,13,7,2,4,1,3,0
Privatsphäre,55,0,0,12,18,1,15,1,0,5,3
Entwicklungsökonomie,55,0,28,1,23,0,0,0,0,1,2
Randwertproblem,55,0,0,2,43,0,5,0,1,0,4
Lebensmitteltechnologie,55,0,0,6,45,0,1,0,2,1,0
Darstellungstheorie,55,0,0,0,35,0,10,0,0,5,5
Bemessung,55,0,0,32,13,0,0,2,0,5,3
Netzwerkmanagement,55,0,0,26,4,2,2,1,0,20,0
Stochastisches Modell,55,0,0,8,31,0,9,0,1,1,5
Optimale Kontrolle,55,0,0,2,37,0,12,0,1,1,2
Pädagogische Psychologie,55,0,0,40,5,2,0,2,0,6,0
Lebensqualität,55,0,0,28,17,2,1,1,0,6,0
Therapie,55,0,0,16,31,1,0,0,0,5,2
Mikrosystemtechnik,55,0,0,5,18,0,3,0,6,23,0
Architekturfotografie,54,0,0,16,29,2,4,2,1,0,0
Biokraftstoff,54,0,0,3,39,0,3,2,0,5,2
Marktwirtschaft,54,0,0,26,14,2,2,1,1,7,1
Bauleistung,54,0,0,54,0,0,0,0,0,0,0
Gewerkschaft,54,0,0,25,14,4,0,1,0,9,1
Berufliche Integration,54,0,13,20,5,2,0,4,0,7,3
Medienwirtschaft,54,0,9,23,6,1,0,1,1,11,2
Korpus Linguistik,54,0,0,5,30,2,3,0,0,8,6
Wirkungsanalyse,54,0,18,18,2,1,1,0,0,9,5
Klima,54,0,0,31,15,0,0,1,0,2,5
Internationale Migration,54,0,0,20,23,0,0,0,2,7,2
Lehre,54,0,0,33,8,5,1,1,0,5,1
C Programmiersprache,54,0,0,23,27,0,0,2,1,0,1
Sexueller Missbrauch,54,0,0,46,2,0,0,2,0,4,0
Unternehmenserfolg,54,0,0,28,10,0,0,2,0,12,2
Karriere,54,0,0,35,11,0,0,2,0,6,0
Hochleistungsrechnen,54,0,0,2,16,0,28,0,4,4,0
Männlichkeit,54,0,0,28,16,3,0,0,2,5,0
Kognition,54,0,1,14,28,2,0,0,2,3,4
Quanteninformatik,54,0,0,1,41,0,1,0,0,2,9
Architekt,54,0,0,10,35,2,2,0,0,4,1
Lerntechnik,54,0,0,40,3,1,0,9,0,1,0
Risiko,53,0,0,27,4,4,3,1,0,10,4
Musikerziehung,53,0,0,28,4,11,0,1,0,9,0
Gesprächsführung,53,0,0,49,1,0,0,1,0,2,0
Forschung und Entwicklung,53,0,0,19,23,0,1,0,1,9,0
Romantik,53,0,0,19,22,3,0,0,1,7,1
Werkstoffprüfung,53,0,0,26,15,1,2,1,2,5,1
Kriminalität,53,0,0,29,14,2,0,2,0,5,1
Diskrete Mathematik,53,0,0,22,23,0,7,0,0,0,1
Sozialismus,53,0,0,25,18,1,0,1,1,5,2
Imperialismus,53,0,0,14,31,0,3,1,2,1,1
Wärmeübertragung,53,0,0,21,22,0,1,1,1,5,2
Jugendarbeit,53,0,0,44,0,3,0,3,0,3,0
Computergrafik,53,0,0,11,27,0,10,1,0,1,3
Kleinkindpädagogik,53,0,0,32,9,1,0,1,0,10,0
Kultursoziologie,53,0,0,39,5,2,0,0,2,5,0
Parallelverarbeitung,53,0,1,5,17,0,28,0,0,1,1
Direktinvestition,53,0,0,4,32,1,5,1,0,7,3
Geografie,53,0,0,24,22,1,0,2,0,2,2
Politischer Unterricht,53,0,0,37,4,3,1,0,0,7,1
Festigkeitslehre,52,0,0,45,7,0,0,0,0,0,0
Literaturtheorie,52,0,0,18,22,0,2,1,2,7,0
Business-to-Business-Marketing,52,0,0,33,5,0,0,0,0,14,0
Quantencomputer,52,0,0,8,38,0,4,0,1,0,1
Organisationstheorie,52,0,0,28,13,0,2,0,0,7,2
Elektrofahrzeug,52,0,0,20,14,1,0,4,1,12,0
Lebensmittelverarbeitung,52,0,0,3,47,0,2,0,0,0,0
Selbstbild,52,0,0,24,6,4,0,1,0,16,1
Android Systemplattform,52,0,0,10,40,0,0,2,0,0,0
Interkulturelle Kompetenz,52,0,0,30,8,4,1,1,1,7,0
Mathematische Logik,52,0,0,12,19,0,18,3,0,0,0
Statistische Physik,52,0,0,7,40,0,3,0,2,0,0
Strafbarkeit,51,0,0,4,1,2,0,0,0,43,1
Solidarität,51,0,0,30,11,2,2,0,0,2,4
Internationale Organisation,51,0,0,17,18,2,0,1,3,10,0
Wirtschaftssoziologie,51,0,19,14,11,0,1,1,1,3,1
Unternehmensethik,51,0,0,24,16,4,1,0,0,6,0
Schulmathematik,51,0,0,44,1,0,0,6,0,0,0
Erweiterte Realität Informatik,51,0,0,12,16,0,9,0,6,7,1
Öffentliche Meinung,51,0,0,16,20,2,1,0,1,8,3
Sexualität,51,0,0,24,19,2,0,1,1,3,1
Massenkultur,51,0,0,19,19,4,3,1,1,3,1
Fremdsprachenunterricht,51,0,0,23,19,3,0,1,1,2,2
Ausgrenzung,51,0,0,32,5,4,0,2,1,6,1
Unternehmensentwicklung,51,0,0,29,14,0,3,2,0,3,0
Modernisierung,51,0,0,33,9,1,1,0,0,7,0
Landnutzung,51,0,0,13,13,4,0,1,0,10,10
Arbeitsbeziehungen,51,0,0,18,19,2,3,1,2,5,1
Symbol,51,0,0,41,3,0,0,0,0,5,2
Bildungstheorie,51,0,0,37,1,2,0,0,0,11,0
Völkermord,51,0,0,15,20,4,3,2,3,4,0
Familienbetrieb,51,0,0,24,8,1,1,0,0,16,1
Propaganda,51,0,0,22,19,3,1,0,0,5,1
Wirtschaftsreform,51,0,0,13,21,8,5,0,0,4,0
Berufsausbildung,51,0,0,24,11,2,0,3,0,10,1
Technikbewertung,51,0,0,22,14,1,2,2,6,3,1
Integriertes Management,50,0,0,35,3,0,0,3,1,7,1
Konflikt,50,0,0,25,13,4,0,1,0,4,3
Regionalwirtschaft,50,0,9,12,21,0,4,0,0,4,0
Nichtstaatliche Organisation,50,0,0,14,21,1,2,1,2,8,1
Glaube,50,0,0,33,7,4,1,1,0,2,2
Kleinkind,50,0,0,30,10,1,1,1,0,6,1
Ubiquitous Computing,50,0,0,5,26,0,14,0,1,3,1
Werbung,50,0,0,28,10,1,1,0,0,8,2
Landschaftsplanung,50,0,0,17,18,2,3,1,0,6,3
Agilität Management,50,0,0,45,3,0,0,1,0,1,0
Transport,50,0,0,9,23,1,8,0,1,6,2
Gesundheitspolitik,50,0,0,16,23,1,0,0,0,9,1
Lebenswelt,50,0,0,29,1,1,0,3,0,15,1
Weltgesellschaft,50,0,0,32,4,1,2,2,0,8,1
Moral,50,0,0,34,8,2,1,1,0,3,1
Religiöser Pluralismus,50,0,0,20,11,11,2,1,1,1,3
Elektroantrieb,50,0,0,33,6,0,0,1,1,9,0
Mikrobiologie,50,0,0,21,25,0,1,0,0,1,2
Wirtschaftliche Integration,50,0,0,8,27,5,5,0,0,3,2
Website,50,0,0,15,25,0,0,3,4,1,2
Compliance-System,50,0,0,25,1,6,1,0,0,16,1
Kontinuumsmechanik,50,0,0,6,38,0,2,0,3,0,1
Heizung,50,0,0,36,6,2,0,4,1,0,1
Legitimation,50,0,0,10,6,3,1,1,0,26,3
Erzählen,50,0,0,27,9,1,5,1,0,4,3
Poetik,50,0,0,16,9,3,1,0,0,17,4
Unsicherheit,49,0,10,5,20,3,3,0,1,4,3
Geopolitik,49,0,0,25,15,0,2,1,2,3,1
Numerisches Modell,49,0,0,0,20,0,2,1,2,7,17
Datenmanagement,49,0,0,19,22,1,4,0,1,2,0
Web Services,49,0,0,4,20,0,19,1,0,2,3
Tiere,49,0,0,33,7,2,1,2,0,3,1
Privatisierung,49,0,0,25,11,2,2,1,2,6,0
Herrschaft,49,0,0,18,9,9,0,1,1,8,3
Leistungsbewertung,49,0,0,11,10,1,16,0,0,11,0
Kernphysik,49,0,0,7,28,0,12,0,2,0,0
Wachstumstheorie,49,0,25,4,18,0,0,0,0,2,0
Operations Research,49,0,0,10,19,1,8,0,6,5,0
Raspberry Pi,49,0,0,23,25,0,0,1,0,0,0
Wasserverschmutzung,49,0,0,3,33,0,2,0,3,6,2
Kinderliteratur,49,0,0,25,10,8,1,3,0,2,0
Student,49,0,0,27,8,2,0,2,0,8,2
Polizei,49,0,0,26,10,3,0,0,0,10,0
Bild,49,0,0,26,10,1,1,2,0,9,0
Kundenbindung,49,0,0,29,3,1,0,0,0,16,0
Festkörperphysik,49,0,0,14,31,0,1,0,3,0,0
Elektromagnetisches Feld,49,0,0,22,21,0,2,0,1,2,1
Indigenes Volk,49,0,0,7,34,1,1,0,0,5,1
Bionik,48,0,0,14,24,0,1,1,1,6,1
Transnationalisierung,48,0,0,16,14,3,2,0,0,9,4
Nanokomposit,48,0,0,0,35,0,0,0,2,3,8
Weltpolitik,48,0,0,24,19,0,1,0,1,3,0
Dünne Schicht,48,0,0,0,20,0,2,0,3,9,14
Operatortheorie,48,0,0,1,34,0,13,0,0,0,0
Nonprofit-Organisation,48,0,0,27,7,2,0,2,0,9,1
Exegese,48,0,0,30,6,7,0,0,0,2,3
Konstruktion,48,0,0,22,20,1,0,0,0,5,0
Politische Identität,48,0,0,21,7,6,2,0,1,9,2
Mikroökonomie,48,0,0,33,13,0,1,0,0,0,1
Komplexität,48,0,0,15,14,1,2,1,1,11,3
3D-Druck,48,0,0,16,17,0,1,4,0,7,3
Intersektionalität,48,0,0,22,13,4,0,0,0,7,2
Molekularbiologie,48,0,0,14,25,0,0,1,5,2,1
Arbeitsmarkttheorie,48,0,36,4,4,0,0,1,0,1,2
Einfluss,48,0,0,15,11,2,4,1,1,12,2
Bauvorhaben,48,0,0,30,8,1,1,1,0,6,1
Kirchenbau,48,0,0,17,12,10,0,1,0,7,1
Verhaltensstörung,48,0,0,40,2,1,0,0,0,5,0
Bewusstsein,48,0,0,31,12,1,0,1,1,2,0
Produktion,48,0,0,26,15,2,2,0,1,2,0
Bürgerliches Recht,48,0,0,43,2,0,0,1,0,2,0
Investition,48,0,0,21,15,1,1,3,0,6,1
Sensor,48,0,0,8,23,0,1,2,2,6,6
Evangelischer Religionsunterricht,47,0,0,32,0,5,0,1,0,8,1
Wirtschaftliche Lage,47,0,0,12,25,0,2,1,1,6,0
Tissue Engineering,47,0,0,2,26,0,3,0,2,8,6
Politisches Handeln,47,0,0,27,12,1,1,0,0,5,1
Außenhandel,47,0,0,14,25,0,3,0,0,4,1
Nahostkonflikt,47,0,0,34,6,0,0,3,0,4,0
