Subject,Overall Frequency,bau,mas,arc,phy,elt,inf,tec,oek,sow,jur,mat,pae,hor,meda,rest,geo,fer,lit,phi,his,ver,lin,cet,che,bio,rel,spo,ber,med
Simulation,315,7,24,6,31,30,37,25,34,3,2,41,4,1,9,3,9,9,0,0,0,16,0,13,4,4,0,1,0,2
Entrepreneurship,314,0,1,2,0,0,3,12,185,20,1,3,77,0,3,1,4,0,0,0,1,0,0,0,0,0,0,1,0,0
Corporate Governance,311,0,0,0,0,0,9,1,174,28,20,0,65,0,2,1,2,0,0,0,8,0,0,0,0,0,1,0,0,0
Change Management,310,0,2,0,0,1,6,8,147,42,7,1,89,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flüchtling,310,0,0,5,0,0,0,1,12,141,17,0,58,0,2,1,16,0,5,6,37,0,4,0,0,0,5,0,0,0
Krieg,310,0,0,3,0,0,1,39,3,118,7,1,11,0,3,3,0,0,14,13,75,0,5,0,0,0,14,0,0,0
Wirtschaftsmathematik,309,0,0,0,1,0,6,0,144,2,0,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Datensicherung,309,0,0,0,0,5,226,3,33,5,14,7,3,0,4,1,0,0,0,2,1,1,0,0,0,2,0,0,0,2
Gewalttätigkeit,308,0,0,2,0,0,1,0,1,137,19,0,93,0,4,6,2,0,3,1,23,0,1,0,0,0,8,7,0,0
Technischer Fortschritt,305,4,7,13,1,2,21,42,100,48,7,0,15,1,1,8,7,0,1,6,11,3,1,5,0,0,1,0,0,0
Alter,302,0,0,16,0,0,0,2,9,130,3,1,48,2,39,3,9,0,11,6,7,2,2,0,0,0,3,7,0,2
Terrorismus,302,0,0,0,0,0,2,4,4,141,30,0,5,0,1,3,4,0,7,7,49,0,2,2,1,1,38,1,0,0
Empirische Sozialforschung,301,0,0,0,0,0,3,2,18,208,1,12,35,0,1,8,3,0,0,3,0,0,0,0,0,0,7,0,0,0
Wissenschaftliches Arbeiten,301,1,0,1,1,0,4,5,22,38,6,9,77,0,2,86,0,0,13,5,8,0,17,0,1,3,2,0,0,0
Psychotherapie,301,0,0,0,0,0,1,0,1,40,4,0,189,0,52,3,0,0,0,4,1,0,1,0,0,1,3,1,0,0
Biotechnologie,300,1,1,1,1,1,2,3,9,4,5,6,0,25,12,1,2,2,0,4,1,0,1,120,29,64,1,0,0,4
Diskursanalyse,299,0,1,0,0,0,3,1,11,73,3,0,19,0,2,3,4,0,60,6,16,0,94,0,0,0,3,0,0,0
Sozioökonomischer Wandel,298,0,0,11,0,0,6,11,73,101,3,0,22,1,1,3,18,0,1,5,33,3,0,6,0,0,0,0,0,0
Datenverarbeitung,297,5,1,1,5,3,105,7,58,3,8,67,3,0,4,4,7,0,0,0,1,1,0,2,4,5,1,0,1,1
Auswirkung,296,2,1,4,2,0,4,7,34,86,7,1,17,2,10,4,15,0,1,3,82,1,0,5,1,0,5,1,1,0
Finanzierung,296,2,3,5,0,0,2,0,183,31,24,2,17,0,9,3,2,0,1,1,3,2,0,2,0,0,3,1,0,0
Geschichtsschreibung,296,0,1,5,1,0,1,2,2,40,0,1,8,0,0,3,1,0,22,5,186,0,5,0,1,0,12,0,0,0
Bildungspolitik,295,0,0,1,0,0,0,0,19,63,6,1,171,0,2,5,1,0,3,3,14,0,1,0,0,0,5,0,0,0
Visualisierung,294,4,0,12,3,3,122,9,11,13,2,28,25,1,1,19,17,1,3,6,9,0,4,1,0,0,0,0,0,0
Systemtheorie,294,0,2,2,3,18,7,4,34,99,3,30,44,0,3,12,2,0,3,17,1,0,3,0,0,3,2,2,0,0
Steuerrecht,294,0,1,0,0,0,0,1,128,12,143,0,2,1,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
Roman,293,0,0,1,0,0,0,0,0,7,0,0,2,0,0,1,1,0,235,2,9,0,32,0,0,1,2,0,0,0
Mathematische Physik,291,0,0,0,127,0,2,8,0,0,0,148,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Kulturkontakt,289,0,0,1,0,0,1,0,23,69,0,0,43,0,1,12,4,0,33,4,52,0,22,0,0,0,24,0,0,0
Reform,289,0,0,0,0,0,0,3,58,94,59,0,16,0,24,4,2,0,0,2,14,2,0,0,0,0,11,0,0,0
Coaching,287,0,0,0,0,0,0,4,79,72,0,3,115,0,2,2,0,0,1,2,0,0,2,0,0,0,1,4,0,0
Linguistik,287,0,0,0,1,0,4,0,0,4,2,1,11,0,0,2,0,0,95,4,1,0,162,0,0,0,0,0,0,0
Nanostruktur,286,1,6,0,121,24,1,57,0,0,0,4,0,1,2,0,1,27,0,0,0,0,0,5,27,8,0,0,0,1
Wettbewerbsrecht,286,0,0,0,0,0,1,0,64,53,114,0,53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fremdsprachenlernen,285,0,0,0,0,0,1,0,0,2,0,0,100,0,0,0,0,0,70,0,1,0,110,0,0,1,0,0,0,0
Soziales Netzwerk,285,0,0,2,0,1,40,2,49,94,9,2,39,0,4,9,10,0,2,1,12,0,1,1,0,1,6,0,0,0
Nanopartikel,284,0,11,0,49,5,1,39,0,0,0,3,0,3,14,3,0,24,0,0,0,0,0,34,76,11,0,0,0,11
Zweiter Weltkrieg,284,0,1,1,0,0,1,14,0,61,4,1,9,0,2,2,1,0,9,1,174,2,0,0,0,0,1,0,0,0
Weltwirtschaft,283,0,2,0,0,0,2,1,193,44,0,0,1,2,1,3,9,0,0,2,20,1,0,1,0,0,1,0,0,0
Polymere,282,0,8,0,45,10,0,3,0,0,0,5,0,1,10,0,0,69,0,0,0,0,0,27,87,6,0,0,1,10
Umweltökonomie,282,1,17,1,1,0,0,1,186,22,4,2,5,1,2,10,9,0,0,0,0,1,0,14,0,5,0,0,0,0
E-Learning,281,0,0,1,3,1,48,3,15,18,1,8,160,0,5,10,1,0,0,0,2,0,1,3,1,0,0,0,0,0
Medizin,280,0,0,1,4,2,21,5,2,10,22,15,16,0,92,8,1,1,7,10,15,0,2,2,1,11,9,2,0,21
Analysis,280,0,0,0,13,2,8,5,5,0,0,236,8,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Partielle Differentialgleichung,280,0,0,0,25,0,11,10,2,0,0,227,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
Organisationswandel,278,0,0,0,0,1,3,12,120,53,3,0,82,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unternehmenskultur,277,0,0,1,0,0,5,3,128,47,1,1,84,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0
Bekämpfung,277,0,0,1,0,0,0,10,37,114,50,0,11,0,4,0,2,0,1,2,29,1,1,1,0,0,13,0,0,0
Sekundarstufe 1,276,0,0,0,2,0,3,0,3,16,1,27,129,0,0,4,2,0,14,3,10,0,17,0,1,2,35,7,0,0
Nanotechnologie,276,2,6,2,39,16,1,85,4,5,2,1,1,9,14,0,1,15,0,1,0,0,0,26,28,7,0,0,0,11
Wettbewerbspolitik,274,0,0,0,0,0,0,0,89,59,70,0,55,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Computerspiel,274,0,0,2,0,0,154,0,4,21,1,8,34,0,4,10,1,0,3,2,4,0,6,0,0,0,1,19,0,0
Diskurs,274,0,0,7,1,0,5,0,4,106,7,0,22,1,6,14,11,0,11,11,35,0,9,2,0,0,21,1,0,0
Erwachsenenbildung,272,0,0,1,0,0,3,0,9,43,0,0,188,0,5,5,0,0,1,3,1,0,8,0,0,0,5,0,0,0
Agrarpolitik,272,0,0,2,0,0,0,0,114,10,5,0,0,124,0,0,2,0,0,0,8,0,0,6,0,1,0,0,0,0
Finanzmathematik,271,0,0,0,2,0,7,0,138,1,0,122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemie,271,2,0,2,16,0,4,4,0,0,0,3,16,3,11,4,12,3,1,0,1,0,1,24,144,20,0,0,0,0
Krise,271,0,0,2,0,0,0,0,23,112,10,0,31,0,10,12,2,0,5,13,34,2,3,0,0,0,11,1,0,0
Finanzkrise,270,0,0,1,0,0,0,0,169,62,14,1,1,0,0,1,2,0,0,3,16,0,0,0,0,0,0,0,0,0
Methodologie,270,1,0,3,0,0,3,0,109,83,0,5,21,0,1,6,0,0,3,16,8,0,5,0,0,3,2,1,0,0
Technik,270,1,12,2,11,4,7,97,13,24,4,14,16,3,1,10,2,0,5,11,11,3,6,5,0,1,5,2,0,0
Bioinformatik,269,0,0,0,2,0,73,1,1,0,0,71,0,0,14,1,0,0,0,1,0,0,0,7,9,89,0,0,0,0
Neuronales Netz,269,5,4,1,6,5,160,9,9,1,1,33,3,0,6,0,9,0,2,1,0,3,2,1,0,5,0,0,1,2
Krankenhaus,269,0,1,9,0,0,9,2,64,14,13,4,26,0,118,1,2,0,1,0,0,0,0,2,0,0,1,0,0,2
Interkulturalität,269,0,0,3,0,0,5,0,12,82,4,0,56,0,3,16,6,0,20,6,15,0,19,0,0,0,22,0,0,0
Online-Ressource,269,5,12,4,13,13,21,8,23,20,0,8,41,1,7,17,4,9,3,5,1,16,2,24,7,2,1,0,0,2
Lernen,269,0,0,3,0,0,11,4,14,35,0,3,171,0,3,4,2,0,1,2,4,0,7,0,1,1,1,2,0,0
Schwarze,267,0,0,2,0,0,0,1,0,76,3,0,4,0,1,5,3,0,55,2,104,0,2,0,0,0,9,0,0,0
Mitgliedsstaaten,267,0,1,1,0,0,0,7,52,78,110,0,4,0,1,4,5,0,0,0,3,0,0,1,0,0,0,0,0,0
Politische Bildung,266,0,0,0,0,1,0,0,1,164,8,0,58,0,0,0,1,0,2,6,15,0,2,0,0,1,6,1,0,0
Sicherheitspolitik,265,0,0,0,0,0,2,14,5,156,14,0,2,0,0,1,4,0,0,5,55,2,0,0,0,0,5,0,0,0
Kooperation,265,2,0,10,1,2,7,4,41,49,12,3,87,1,6,6,2,0,5,2,11,2,2,1,1,1,7,0,0,0
Studium,264,7,1,7,0,0,5,1,20,30,2,4,138,1,1,25,1,0,4,2,7,0,5,0,0,0,3,0,0,0
Ernährung,264,1,0,0,0,0,0,0,3,19,1,0,80,20,74,6,2,0,0,5,6,0,0,15,11,13,0,8,0,0
Kulturelle Identität,264,1,0,8,0,0,0,0,7,105,1,0,10,0,0,7,6,0,14,13,57,0,10,2,0,0,21,2,0,0
Bautechnik,264,135,0,90,4,0,5,3,2,0,0,1,10,0,0,2,2,0,0,0,2,2,3,1,0,1,1,0,0,0
Einwanderer,262,0,0,2,0,0,0,0,22,129,7,0,34,0,5,4,17,0,7,1,19,0,6,0,0,0,7,2,0,0
Entscheidungsfindung,262,3,0,6,0,0,37,3,82,30,12,31,36,1,4,0,2,0,0,6,0,2,1,2,0,1,0,3,0,0
Digitale Revolution,260,3,1,7,0,2,38,13,57,60,17,2,33,0,3,5,3,0,1,8,0,0,1,0,0,0,5,1,0,0
Politischer Wandel,260,0,0,2,0,0,1,1,6,126,11,0,3,0,1,3,9,0,3,4,88,0,0,0,0,0,2,0,0,0
Energiepolitik,258,1,39,4,2,2,1,6,108,30,12,0,1,2,0,8,5,0,0,0,16,4,0,14,3,0,0,0,0,0
Strukturwandel,257,1,1,11,0,0,4,7,119,37,7,1,22,4,0,9,11,0,0,2,15,3,0,1,0,1,0,0,1,0
Aufsatzsammlung,256,0,0,5,4,1,7,8,63,45,5,6,47,3,3,4,11,1,10,6,4,1,9,1,4,3,3,2,0,0
Multikulturelle Gesellschaft,255,0,0,3,0,0,2,0,4,142,5,0,30,0,0,1,11,0,9,2,20,0,8,0,0,0,17,1,0,0
Lyrik,255,0,0,0,0,0,0,0,0,3,0,1,5,0,0,2,0,0,205,1,3,0,34,0,0,0,1,0,0,0
Politische Kultur,255,0,0,4,0,0,0,0,5,131,5,0,9,0,0,0,3,0,5,4,81,0,0,0,0,0,6,2,0,0
Psychisches Trauma,254,0,0,0,0,0,1,0,1,59,6,0,124,0,26,0,0,0,5,1,22,0,2,0,0,0,5,2,0,0
Geschlechterverhältnis,254,0,0,0,0,0,0,4,2,137,2,0,26,0,2,8,4,0,8,9,28,0,5,0,0,1,16,2,0,0
Literaturwissenschaft,254,0,0,0,0,0,1,0,0,4,1,0,9,0,0,2,0,0,130,6,6,0,95,0,0,0,0,0,0,0
Antike,253,1,0,10,0,0,0,5,0,15,3,0,7,0,1,6,6,0,32,9,116,1,8,0,0,0,32,1,0,0
Numerische Mathematik,253,1,0,0,19,2,35,15,3,0,0,171,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0
Nationalismus,253,0,0,1,1,0,0,0,2,116,2,0,3,0,1,0,1,0,6,5,96,0,3,0,0,1,15,0,0,0
Technische Mechanik,253,4,0,0,119,0,1,106,0,0,0,14,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1
Erziehung,253,0,0,1,0,0,0,0,5,70,3,1,134,1,3,1,1,0,4,5,10,0,8,0,0,0,5,1,0,0
Fachdidaktik,253,0,0,0,3,1,3,1,1,15,0,17,118,0,1,6,1,0,16,3,4,0,24,1,12,8,14,4,0,0
Sekundarstufe,253,0,0,0,2,0,1,1,2,22,1,22,119,0,0,0,3,0,11,4,14,0,22,1,1,3,14,10,0,0
Kindertagesstätte,252,0,0,1,0,0,0,1,5,43,4,3,166,0,2,1,0,0,5,2,1,0,8,1,0,0,3,6,0,0
Betriebswirtschaftslehre,251,1,0,0,0,0,4,10,177,9,2,17,23,0,1,1,0,0,0,0,2,0,0,1,0,0,0,3,0,0
Öffentlicher Raum,250,5,0,99,0,1,3,0,4,66,8,0,5,0,0,6,34,0,2,0,11,4,2,0,0,0,0,0,0,0
Innenarchitektur,250,8,0,178,0,4,0,2,7,17,0,0,15,0,2,1,0,3,0,0,6,2,0,5,0,0,0,0,0,0
Klimaschutz,249,2,11,10,0,3,0,2,48,37,15,1,7,6,0,56,11,0,0,1,2,5,0,25,2,2,2,1,0,0
Kreativität,249,0,0,6,0,0,11,14,57,46,1,4,68,0,2,8,8,0,6,10,1,0,4,0,0,0,1,2,0,0
Kundenmanagement,248,0,1,0,0,0,19,4,174,13,0,5,28,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Strafrecht,247,0,0,0,0,0,1,1,0,3,224,0,0,0,7,0,0,0,0,2,6,0,0,0,0,0,2,1,0,0
Entwicklungspolitik,245,0,0,0,0,0,0,0,131,67,4,0,3,1,0,3,8,0,0,2,19,0,0,1,0,0,6,0,0,0
Experiment,245,2,4,5,35,3,1,7,100,12,1,9,25,2,1,1,5,0,2,2,0,1,2,1,14,10,0,0,0,0
Chancengleichheit,244,0,0,0,0,0,0,1,7,104,5,1,110,0,0,3,1,0,1,1,5,0,3,0,0,0,2,0,0,0
Teamwork,244,2,0,1,0,0,6,16,83,62,0,0,69,0,1,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0
Geschichtsunterricht,244,0,0,1,0,0,0,0,0,21,0,0,93,0,0,2,3,0,0,0,115,0,1,0,0,0,7,1,0,0
Lineare Algebra,244,0,0,0,8,0,14,4,4,0,0,204,5,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0
Widerstand,243,0,0,5,0,0,0,1,3,84,3,0,3,1,0,1,5,0,11,4,106,0,1,0,0,0,15,0,0,0
Evaluation,242,1,0,4,1,1,6,5,24,61,9,3,96,0,6,13,1,0,0,1,5,0,0,1,1,0,1,2,0,0
Dienstleistung,242,1,0,1,1,1,10,15,135,17,7,2,27,0,13,7,0,0,1,0,0,1,1,0,0,0,0,2,0,0
Ausbildung,242,4,0,9,0,0,5,10,68,9,0,1,103,1,4,12,0,0,5,0,1,0,6,0,1,1,1,1,0,0
Biomedizinische Technik,241,0,4,0,10,5,9,1,1,0,0,22,1,1,88,0,0,8,0,1,0,0,0,6,2,5,0,0,0,77
Gesundheit,240,4,0,14,0,0,0,2,14,52,3,0,40,4,66,8,4,0,0,1,3,0,0,10,0,4,5,6,0,0
Migrationshintergrund,240,0,0,0,0,0,0,0,3,104,1,1,92,0,3,4,4,0,3,0,5,0,15,0,0,0,1,4,0,0
Wahrnehmung,239,0,0,11,5,1,5,6,19,32,0,1,67,0,9,13,4,0,8,26,13,1,7,2,0,3,3,2,0,1
Regionalentwicklung,238,0,2,82,0,0,1,1,49,19,0,1,15,3,2,3,43,0,0,0,6,4,0,4,0,0,0,2,1,0
Wasserversorgung,238,52,13,8,0,0,0,1,80,10,0,0,2,7,0,2,22,0,0,0,10,0,0,29,1,0,0,0,1,0
Künste,237,0,0,7,0,0,0,0,1,38,1,2,21,0,2,25,4,0,54,14,31,1,30,0,0,0,5,1,0,0
Fremdsprachenunterricht,235,0,0,0,0,0,1,0,1,6,0,0,85,0,0,0,0,0,55,0,0,0,87,0,0,0,0,0,0,0
Sport,234,0,0,1,1,0,0,1,16,21,2,2,32,0,19,0,0,0,1,1,13,0,0,1,0,0,3,120,0,0
Kunststoff,233,2,8,1,26,3,0,0,4,1,1,1,2,1,5,1,0,83,0,0,0,2,0,59,26,2,0,0,0,5
Medizinische Informatik,233,0,0,0,0,2,50,0,1,0,0,77,0,0,82,0,0,0,0,0,0,0,0,1,0,2,0,0,0,18
Soziologische Theorie,233,0,0,1,0,0,0,0,7,177,5,1,11,0,0,0,2,0,1,19,2,0,1,1,0,1,2,2,0,0
Konfliktregelung,233,1,0,1,0,0,2,3,44,80,21,0,61,0,2,5,0,0,0,3,10,0,0,0,0,0,0,0,0,0
Einwanderung,233,0,0,3,0,0,0,0,21,106,5,0,20,0,0,0,23,0,6,1,41,0,2,0,0,0,5,0,0,0
Macht,233,0,0,4,0,0,2,0,17,92,10,0,24,0,0,5,4,0,2,23,32,0,2,0,0,2,13,1,0,0
Spracherwerb,232,0,0,0,0,0,0,0,0,7,0,1,67,0,4,2,0,0,42,0,0,0,106,0,0,0,0,3,0,0
Biomaterial,232,0,7,0,2,0,0,0,0,0,0,0,0,0,84,1,0,22,0,0,0,0,0,16,12,3,0,1,0,84
Völkerrecht,231,0,0,1,0,0,0,3,4,33,168,2,0,0,0,0,0,0,0,4,14,0,0,1,0,0,1,0,0,0
Architekturtheorie,230,3,0,195,0,0,0,0,0,4,0,0,9,0,0,1,3,0,1,8,5,0,0,0,0,0,1,0,0,0
Numerische Strömungssimulation,229,2,15,0,74,2,5,59,0,0,0,46,0,1,2,0,1,1,0,0,0,15,0,5,1,0,0,0,0,0
Mensch,229,1,2,2,0,1,13,11,8,26,4,0,22,7,7,9,4,0,8,40,14,0,7,5,2,31,5,0,0,0
Öffentlichkeitsarbeit,228,2,0,2,0,0,11,2,81,35,10,0,36,0,2,36,1,0,1,0,5,0,1,0,0,0,2,1,0,0
Robotik,228,0,5,2,3,7,81,62,5,12,7,9,1,2,7,3,0,1,0,10,0,4,0,0,0,0,0,2,0,5
Bildungsforschung,228,0,0,0,0,0,4,1,3,49,0,1,149,0,1,7,2,0,0,1,8,0,2,0,0,0,0,0,0,0
Sozialisation,228,0,0,0,0,0,1,0,3,118,1,0,70,0,2,6,2,0,8,2,3,0,8,0,0,1,2,1,0,0
Soziale Gerechtigkeit,228,0,0,6,0,0,3,2,31,86,13,0,24,1,2,6,10,0,3,24,7,0,1,2,0,1,6,0,0,0
Diskriminierung,227,0,0,0,1,0,6,2,4,111,17,1,30,0,0,1,5,0,4,2,23,0,6,0,0,0,10,4,0,0
Verfassungsrecht,227,0,1,0,0,0,1,1,5,32,166,1,4,0,3,0,0,0,0,1,7,0,0,1,0,0,3,0,1,0
Rechnernetz,226,0,1,0,0,12,178,4,6,4,2,12,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1
Raumordnung,224,3,5,132,0,0,0,1,8,13,4,0,1,4,1,0,36,0,0,0,4,1,2,8,0,0,0,1,0,0
Bürgerbeteiligung,223,1,0,43,0,0,0,0,6,112,17,0,6,3,2,4,12,0,0,2,8,3,0,3,0,1,0,0,0,0
Umfrage,223,1,0,3,0,0,2,2,37,87,4,3,46,0,3,8,1,0,1,2,3,0,3,0,0,0,17,0,0,0
Erster Weltkrieg,223,0,0,4,1,0,0,10,1,29,2,0,2,0,0,1,0,0,14,2,152,0,1,0,0,0,4,0,0,0
Software Engineering,222,0,0,1,0,0,190,1,16,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Stadtsoziologie,222,0,0,56,0,0,2,0,4,85,2,0,4,0,0,0,67,0,0,0,1,1,0,0,0,0,0,0,0,0
Bildungswesen,220,0,0,0,0,3,1,1,12,48,2,0,129,0,0,4,2,0,0,1,13,0,2,0,0,0,2,0,0,0
Kreditmarkt,220,0,2,0,0,0,0,1,188,12,6,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medienpädagogik,220,0,0,0,0,1,17,0,0,38,1,1,146,1,1,8,0,0,0,2,0,0,2,0,0,0,2,0,0,0
Netzwerk,219,1,1,3,9,14,26,9,34,28,2,27,24,0,5,1,9,0,0,0,5,2,0,0,2,13,3,1,0,0
Universität,215,1,1,1,1,0,2,4,19,38,6,0,97,0,0,15,2,1,2,8,10,0,3,0,0,0,4,0,0,0
Governance,215,0,1,21,0,0,1,2,44,84,15,0,20,0,3,4,10,0,0,0,5,1,0,1,0,0,1,2,0,0
Eltern,215,0,0,0,0,0,2,0,0,54,5,1,128,0,7,1,0,0,6,2,3,0,3,0,0,0,3,0,0,0
Tourismus,214,1,0,11,0,0,2,2,33,17,1,0,1,1,0,1,27,0,0,2,9,2,0,26,0,1,0,77,0,0
Biochemie,214,0,1,0,7,0,0,0,1,0,0,1,1,4,19,1,2,0,0,0,0,0,0,10,78,89,0,0,0,0
Technische Innovation,212,2,1,6,1,5,14,42,79,12,8,4,6,2,2,6,4,0,0,0,1,6,0,8,0,0,0,0,1,2
Internationale Kooperation,212,1,1,1,0,0,0,2,46,76,19,1,17,3,1,8,3,0,0,0,28,1,0,1,1,0,2,0,0,0
Sklaverei,212,0,0,0,0,0,0,0,4,60,6,0,2,0,0,0,2,0,3,1,126,0,2,0,0,0,6,0,0,0
Pandemie,212,0,0,1,2,0,4,2,25,63,15,7,26,0,39,5,1,0,2,6,6,0,1,0,0,1,5,0,0,1
Arbeitnehmer,212,0,0,0,0,0,2,4,69,48,35,0,26,1,7,1,8,0,0,1,8,0,0,0,0,0,0,2,0,0
Landeskunde,211,0,0,0,0,0,0,0,11,18,0,0,4,0,0,2,105,0,4,0,63,0,2,0,0,1,1,0,0,0
Politische Theorie,211,0,0,0,0,0,0,0,4,133,11,0,2,0,1,0,0,0,3,33,16,0,1,0,0,0,7,0,0,0
Organisationssoziologie,210,0,0,0,0,0,1,0,64,73,2,1,62,0,1,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0
Wissenschaftliches Manuskript,210,0,0,0,0,0,11,11,10,7,4,8,33,0,1,91,0,0,11,3,2,0,18,0,0,0,0,0,0,0
Schulentwicklung,210,0,0,1,0,0,2,0,2,39,1,1,148,0,2,3,1,0,1,0,3,0,1,0,0,0,1,4,0,0
Wirtschaftsethik,209,0,0,0,0,0,0,4,126,22,2,1,12,0,3,0,0,0,0,18,2,0,0,0,0,1,18,0,0,0
Forschungsmethode,209,2,0,10,1,0,6,3,14,74,2,9,40,0,2,5,7,0,8,3,3,0,13,0,0,1,4,2,0,0
Evangelische Kirche,209,1,1,4,0,0,1,0,0,22,4,0,19,0,1,1,1,0,1,2,33,0,0,1,0,0,116,1,0,0
Ländlicher Raum,209,0,1,54,0,2,0,1,19,36,7,1,8,11,1,0,27,0,1,0,24,9,0,3,0,0,1,2,0,1
Motivation,209,1,1,4,0,0,1,2,26,58,5,2,69,0,4,6,4,0,3,4,6,0,3,0,1,0,5,4,0,0
COVID-19,207,0,0,1,1,0,4,3,26,59,10,8,25,0,36,5,2,0,3,6,6,0,2,1,0,1,7,0,0,1
Recycling,206,25,6,23,1,4,0,3,17,1,1,0,3,2,0,1,4,6,0,0,2,3,0,96,8,0,0,0,0,0
Postkolonialismus,206,0,0,6,0,0,0,0,4,74,4,0,12,0,1,7,5,0,26,7,42,0,15,0,0,0,3,0,0,0
Umweltbelastung,206,1,4,7,1,1,0,1,25,6,4,1,2,12,7,5,14,3,0,1,3,3,0,79,9,11,0,3,3,0
Werkstoffkunde,206,3,10,2,22,2,0,2,0,0,0,4,3,0,0,0,2,128,0,0,0,2,0,12,13,1,0,0,0,0
Psychische Störung,205,0,0,0,0,0,1,0,9,26,3,0,99,0,51,6,0,0,3,1,0,0,2,0,0,1,3,0,0,0
Demokratisierung,204,0,0,1,0,0,3,0,9,107,12,0,7,0,0,2,3,0,0,2,53,0,0,0,0,0,5,0,0,0
Umweltverträglichkeit,204,12,14,27,0,2,2,5,35,5,5,2,7,4,0,8,14,3,0,0,2,13,0,36,3,2,0,2,1,0
Schriftsteller,204,0,0,0,0,0,0,0,0,5,0,0,2,0,1,5,1,0,145,2,18,0,24,0,0,0,1,0,0,0
Muslim,203,0,0,0,0,0,0,1,0,61,2,0,18,0,0,1,4,0,2,1,28,0,3,0,0,0,82,0,0,0
Prognose,203,2,4,4,0,0,12,6,68,23,4,38,8,1,3,8,12,0,2,0,5,2,0,1,0,0,0,0,0,0
Neoliberalismus,203,0,0,7,0,0,0,1,35,106,3,0,14,0,0,4,4,0,7,7,11,0,2,1,0,0,1,0,0,0
Sonderpädagogik,203,0,0,0,0,0,0,0,0,45,0,4,138,0,3,1,0,0,1,4,1,0,4,0,0,0,1,1,0,0
Verbundwerkstoff,203,5,11,5,37,5,0,3,0,0,0,7,0,4,5,0,0,100,0,0,0,3,0,8,6,0,0,0,0,4
Signalverarbeitung,202,1,0,0,13,92,41,6,0,0,0,16,3,0,12,1,0,0,0,0,0,2,0,1,1,4,0,0,0,9
Religiosität,201,0,0,1,0,0,0,0,3,33,1,0,14,0,4,2,0,0,1,10,22,0,0,1,0,1,108,0,0,0
Professionalisierung,201,0,0,0,1,0,0,0,11,36,1,2,132,1,2,4,0,0,1,0,2,0,5,0,0,0,3,0,0,0
Integration,200,0,1,1,0,0,7,3,30,73,6,0,32,0,3,2,7,0,3,3,11,1,3,1,0,0,9,4,0,0
Deep learning,199,1,0,0,3,5,162,1,0,1,0,8,0,0,1,1,9,0,0,0,0,3,0,1,1,1,0,0,0,1
Raum,199,1,0,32,12,1,2,2,5,32,1,4,12,0,0,11,35,0,9,14,12,1,7,0,0,0,4,2,0,0
Nationalbewusstsein,199,1,0,8,0,0,0,0,1,58,1,0,3,0,0,2,4,0,11,5,89,0,4,0,0,0,10,2,0,0
Mobilität,199,0,1,39,0,2,8,3,14,21,0,0,14,0,0,5,20,0,1,0,4,58,0,6,0,0,0,3,0,0
Sozialpsychologie,199,0,0,1,0,0,1,1,5,91,1,0,79,0,0,1,0,0,0,7,7,0,0,1,0,0,2,2,0,0
Geldpolitik,198,0,0,0,0,0,0,0,167,19,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,1,0
Kirche,198,0,0,3,0,0,0,0,4,42,14,0,8,0,0,0,0,0,1,0,32,0,0,0,0,0,94,0,0,0
Energiebewusstes Bauen,197,91,16,73,0,2,0,3,2,3,1,0,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lebensbedingungen,197,0,0,7,1,0,1,1,9,87,4,0,15,0,4,5,14,0,3,0,36,0,0,4,0,0,6,0,0,0
Bibliothek,197,1,2,8,0,0,11,1,10,7,4,1,7,0,0,120,1,0,10,0,9,0,3,0,1,1,0,0,0,0
Soziale Bewegung,196,0,0,4,0,0,0,0,9,115,2,0,8,1,0,1,9,0,2,0,35,0,0,1,0,2,6,1,0,0
Maschinelles Sehen,195,0,1,0,6,8,135,10,0,0,0,6,0,3,8,0,2,0,0,0,0,8,0,2,1,1,0,1,0,3
